|-972.000000|-1.000000|0.222619|24.000000|81095.000000|0.630079
|3564.000000|1.000000|0.204066|24.000000|103319.000000|0.692751
|-1165.500000|-1.000000|0.198428|21.000000|81556.000000|0.702541
|1310.000000|1.000000|0.209290|20.000000|105231.000000|0.672720
|751.500000|1.000000|0.199548|9.000000|109008.000000|0.699813
|1190.000000|1.000000|0.204657|20.000000|105342.000000|0.685823
|8061.500000|1.000000|0.178388|23.000000|99628.000000|0.772684
|-504.000000|-1.000000|0.214318|16.000000|85502.000000|0.654340
|-4092.000000|-1.000000|0.170897|24.000000|77819.000000|0.796683
|-298.500000|-1.000000|0.178046|3.000000|72880.000000|0.770885
|6309.000000|1.000000|0.144317|18.000000|99926.000000|0.900025
|143.500000|1.000000|0.157750|7.000000|110235.000000|0.843853
|4826.000000|1.000000|0.248784|38.000000|99462.000000|0.557756
|-4212.000000|-1.000000|0.181252|24.000000|77819.000000|0.756812
|-1092.000000|-1.000000|0.191624|24.000000|77771.000000|0.726207
|8412.000000|1.000000|0.109095|24.000000|99467.000000|1.068905
|8412.000000|1.000000|0.216874|24.000000|99467.000000|0.647243
|112.500000|1.000000|0.104319|3.000000|110324.000000|1.084687
|-175.500000|-1.000000|0.166597|1.000000|72632.000000|0.804995
|4109.000000|1.000000|0.140488|42.000000|95971.000000|0.915483
|3173.000000|1.000000|0.158814|38.000000|99757.000000|0.840918
|1914.000000|1.000000|0.133727|12.000000|106812.000000|0.943950
|13.000000|1.000000|0.158362|2.000000|110893.000000|0.840947
|262.500000|1.000000|0.149735|5.000000|108866.000000|0.881422
