|5232.000000|-1.000000|0.018036|96.000000|87071.000000|0.028060

|5232.000000|-1.000000|0.018036|96.000000|87071.000000|0.028060

|5232.000000|-1.000000|0.028088|96.000000|87071.000000|-0.020429
|5232.000000|-1.000000|0.029757|96.000000|87071.000000|-0.006772

|5232.000000|-1.000000|0.030048|96.000000|87071.000000|-0.002637
|5232.000000|-1.000000|0.029542|96.000000|87071.000000|-0.000381
|5232.000000|-1.000000|0.030115|96.000000|87071.000000|-0.002584

|5232.000000|-1.000000|0.029607|96.000000|87071.000000|-0.000639
|5232.000000|-1.000000|0.029585|96.000000|87071.000000|-0.001491
|5014.000000|-1.000000|0.029609|92.000000|87070.000000|-0.001382
|5014.000000|-1.000000|0.029016|92.000000|87284.000000|0.001996

|4578.000000|-1.000000|0.028269|84.000000|87487.000000|-0.000657
|5014.000000|-1.000000|0.029504|92.000000|87070.000000|-0.004088
|5232.000000|-1.000000|0.030278|96.000000|87071.000000|-0.002049
|5232.000000|-1.000000|0.029826|96.000000|87071.000000|-0.000643
|4796.000000|-1.000000|0.029178|88.000000|87069.000000|-0.000099

|5014.000000|-1.000000|0.030340|92.000000|87070.000000|-0.003763
|5232.000000|-1.000000|0.030543|96.000000|87071.000000|-0.002238
|4142.000000|-1.000000|0.030078|76.000000|87485.000000|-0.000721
|5014.000000|-1.000000|0.028711|92.000000|87070.000000|0.001217
|4796.000000|-1.000000|0.029286|88.000000|87488.000000|-0.002450
|5014.000000|-1.000000|0.029265|92.000000|87070.000000|-0.001646

|4796.000000|-1.000000|0.029912|88.000000|87283.000000|-0.002944
|5014.000000|-1.000000|0.029378|92.000000|87284.000000|-0.000679
|5232.000000|-1.000000|0.029534|96.000000|87071.000000|-0.001848
|5232.000000|-1.000000|0.030720|96.000000|87071.000000|-0.004006
|5232.000000|-1.000000|0.028938|96.000000|87071.000000|0.001610
|3270.000000|-1.000000|0.028957|60.000000|88211.000000|-0.000072
|4578.000000|-1.000000|0.030145|84.000000|87683.000000|-0.003754

|4142.000000|-1.000000|0.030263|76.000000|87066.000000|-0.002106
|5232.000000|-1.000000|0.030990|96.000000|87071.000000|-0.003179
|4578.000000|-1.000000|0.030485|84.000000|87068.000000|-0.000825
|5232.000000|-1.000000|0.030494|96.000000|87071.000000|-0.000242
|4796.000000|-1.000000|0.029883|88.000000|87069.000000|-0.001732
|4796.000000|-1.000000|0.029162|88.000000|87488.000000|-0.000261
|5014.000000|-1.000000|0.030996|92.000000|87070.000000|-0.005239
|5232.000000|-1.000000|0.030696|96.000000|87071.000000|-0.001643

